Comment
"Dik Adi.. ataukah ada muslim cerdas lainnya yg bisa bantu terangkan, kenapa dalam ayat Q 65:4  diperbolehkan menikahi seorang anak perempuan kecil (bocil immature) bawah umur yg BELUM MENS ?? <br><br>Bukannya mereka masih belum siap ataupun dewasa yaa.. baik fisik maupun psikis.. 🤔"
Masya Allah sudah 2 kali mimpiin ustadz . saya seperti di ingatkan terus sama Allah. Untuk Istiqomah untuk menjalankan yg sudah sy mulai sedikit2.
Assalamualaikum.....
Alhamdulillah bisa kembali mendengar kajian2 ustadz Adi Hidayat Alhamdulillah jazakumullahu Khairan ustadz
Aplg rivalnya ga mau berkorban wkt &amp; tenaga...ya...Alloh Maha Adil..Bismillah
Memang sih ..habis biqin persyaratan. Slese ralat...bqn persyaratan yg lama dulu krg valid ..trs...sj...sampai ..suntuk! Tp sy. Percaya Alloh
"Semoga UAH selalu diberikan Kesehatan, kewarasan dan Istiqomah berdakwah,amiin"
"Assalamu&#39;alaikum Wr.Wb. Ustad, mohon dibahas apa hukum mengerjakan Shalat Tolak Bala, yang biasa disebut &quot;Rebo Wekasan&quot;. Mohon pencerahannya, apakah hanya sekedar adat, atau ada bimbingan, sunnah dan dasar hukumnya. Terima kasih. Wassalamu&#39;alaikum Wr.Wb."
Assalamualikum ustad semoga di berikan oleh awloh kesehatan keselamtan di lancarkan rezekinya nya sekeluarga AAminn
Masyaa allah
Ustad Temanya Lebih LUAS LAGI DONG.. SELARASKAN PROBLEM DI INDONESIA. MISAL BUNUH ISTRI FAKTOR EKONOMI
❤ Alhamdulilah..
Barokallahu fiik
"Alhamdulillah bs menyimak kajian UAH biarpun via youtube, mdh2 bs hadir langsung di kajian beliau."
Hasbunallahu wanikmal wakil
Assalamualaikum Pak Ustadz UAH  Semoga Pak Ustadz UAH sehat walafiat panjang umur  dan selalu dlm lindungi Allah SWT
"Pondok Pesantren Adz Dzikraa, Lamongan Arjasa Situbondo Jatim. Hadir"
"Alhamdulillah..Jazakillah khoir tohibul ilminya  , Barakallahu, Aamiin...🤲😇🙏"
MasyaAlloh tabarokaRohman
Assalamualaikum ustadz..kapan le bengkulu lagi?uhibuki fillah tadz...
"siapa yang ga skip iklan sini ngumpul, barakallah"
Bismillah niat nimba ilmu
Assalamualaikum warahmatullahi ustad Hidayat saya baru sadar gara gara vidio ini terimakasih banyak karena anda saya sadari Allah adalah Tuhan kita semua😁
"Semoga Allah SWT senantiasa memberikan kesehatan, kebaikan dan keselamatan bagi kita semua serta dihindarkan dari sifat sifat keburukan, kebencian dan malapetaka... Aamiin YRA... Insya Allah Berkah !!!"
"Assalamu&#39;alaikum ustadzii, mohon do&#39;anya ustadz semoga kami bisa menjadi hafizah yg mutqin 30 juz. Mohon izin untuk beli al-quran at-taisir nya dimana ya ustadz?, ana mau beli tapi di UAH corner tdk ada stok qurannya....<br>Jazakumullahu khairan🙏"
Ya panjang kan umurnya tambahkan selalu ilmunya tambahkan selalu kesabaran nya tambahkan selalu fasilitasnya ya Allah kapan aku bisa cium tangan nya ustadz Adi biar ketularan hafalan nya amiin
"Semoga ustadz Adi Hidayat dan keluarga sehat slalu,dan panjang umur...❤😊"
Punya umur panjang tapi hidup gak bahagia umur panjang tersebut bukan rezeki tapi justru malah malapetaka dan musibah. Lagi enak tidur harus bangun untuk sholat bahagia juga nggak
"Istigfar, astagfirullah"
"Alhamdulillah, trims pak Ustadz, smg kami bisa sll berikhtiar unt memperbaiki diri dan kelg. Smg pak Ustadz sehat sll unt melnjtkan dakwah. Aamiin YRA."
Sehat selalu ustadz Adi Hidayat serta keluarga 😊🙏🏻
"“Nabi Muhammad SAW bersabda; barang siapa yang bershalawat kepadaku sekali, maka Allah akan bershalawat untuknya sepuluh kali”<br>اَللَّهُمَّ صَلِّ عَلٰى سَيِّدِنَا مُحَمَّدٍ وَعَلٰى اٰلِ سَيِّدِنَا مُحَمَّدٍ<br>(Allahumma Sholli Ala Sayyidina Muhammad Wa Ala Ali Sayyidina Muhammad) <br>اَللَّهُمَّ صَلِّ عَلٰى سَيِّدِنَا مُحَمَّدٍ وَعَلٰى اٰلِ سَيِّدِنَا مُحَمَّدٍ<br>(Allahumma Sholli Ala Sayyidina Muhammad Wa Ala Ali Sayyidina Muhammad) <br>اَللَّهُمَّ صَلِّ عَلٰى سَيِّدِنَا مُحَمَّدٍ وَعَلٰى اٰلِ سَيِّدِنَا مُحَمَّدٍ<br>(Allahumma Sholli Ala Sayyidina Muhammad Wa Ala Ali Sayyidina Muhammad) <br>اَللَّهُمَّ صَلِّ عَلٰى سَيِّدِنَا مُحَمَّدٍ وَعَلٰى اٰلِ سَيِّدِنَا مُحَمَّدٍ<br>(Allahumma Sholli Ala Sayyidina Muhammad Wa Ala Ali Sayyidina Muhammad)<br>اَللَّهُمَّ صَلِّ عَلٰى سَيِّدِنَا مُحَمَّدٍ وَعَلٰى اٰلِ سَيِّدِنَا مُحَمَّدٍ<br>(Allahumma Sholli Ala Sayyidina Muhammad Wa Ala Ali Sayyidina Muhammad)"
Salam pak guru terimakasi<br>Alhamdullilah
Bismilah. Alhamdulillah selalu menyimak menungtut ilmu dari Ustadzku Guruku. 🙏😍
Terima ksh ilmunya ustad❤
"Assalamu&#39;alaikum warahmatullahi wabarokatuh.<br>dari balikpapan kami turut hadir menyaksikan, menyimak dan mendo&#39;akan,<br>Semoga Allah SWT <b>senantiasa</b><br><i>memberi kenikmatan hidup,</i><br><i>memberi rejeki yg melimpah berkah barokah,</i><br><i>memberi keluarga yang tentram, damai dan bahagia,</i><br><i>memberi keberuntungan didunia dan akhirat</i><br>untuk Ustadz Adi Hidayat sekeluarga beserta tim dan kita semua.<br>Allahumma sholli&#39;ala sayyidina Muhammad wa&#39;ala ali sayyidina Muhammad."
Semoga anak2 hamba bisa seperti ustadz Adi Hidayat..Soleh pintar berakhlak baik..mempunyai ilmu yg tinggi dan bermanfaat untuk dunia akhirat
Alhamdulillah menyimak kajian beliau
Assalamualaikum ustad ikut menyimak
"Astaqrfirullahalazhim...,<br>Semoga kita slalu beristiqrfar"
Jazzakumullahu khairan katsiran❤
Alhamdulillah. selalu bisa ngaji bersama ustadz Adi Hidayat. dimanapun kapanpun... terima kasih ustadz
Alhamdulilahirobilalamin
Semoga tuan guru sekalu  dalam lindunganNya
"Alhamdulillah ya Allah semoga apa yang di sampaikan pak  ustadz di mudahkan mengamalkan,dan Bermanfaat bagi kami,"
Arabic Words<br>اللَّهُمَّ صَلِّ عَلَى سَيِّدِنَا مُحَمَّدٍ و عَلَى آلِ سِّيِّدِنَا مُحَمَّدٍ<br><br>Romanized Words<br>Allahumma Solli &#39;Alaa Sayyidinaa Muhammad wa &#39;Alaa Ali Sayyidinaa Muhammad<br><br>Subhanallahi Wa Bihamdihi<br>Subhanallahil &#39;Aziimi<br>Subhanallah Alhamdulillah Laa ilaa ha illallahu )Allahuakbar<br>Astaghfirullahal &#39;Aziim Allazi Laa ilaa haa illaa Huwal Hayyul Qoyyumu wa atuubu ilaih<br>Hasbunallahu Wa Ni&quot;mal Wakil
Assalamualaikum ustadz mohon izin reupload videonya
Alhamdulillah..Jazakallahu khairan katsiran Ustadz ..Allahumma sholli&#39;ala Saiidina Muhammad wa&#39;ala ali Saiidina Muhammad..
Assalamu&#39;alaikum.......
Assalamualaikum........... terbaik Ustaz....... terima kasih atas perkongsian dan ilmu....... Alhamdulillah.....
"Assalamualaikum, mohon diijinkan mendownload ustadz.<br>Jazakumullaah....❤"
Mohon diizinkan untuk mngikuti mndendarkan tauziah uah
Aamiin ya rabbal alamin
Subhanallah ustadz
Assalamualaikum....semoga Allah muliakan yg selalu setia mengikuti kjian uah😊
"MASYA ALLAH, TERIMAKASIH ATAS ILMU NYA🥰🥰🥰"
Bismillah semoga Ustadz Adi Hidayat sehat selalu
Mashaa Allah tabarkallah 🤲
Salam ustad semoga. Saya bisa Istikomah amin
Alhamdulillah
"Semoga usdtad dlm lindungan Allah SWT,mudh2 ilmunya bermanfaat bagi semua yg mendengarkan ...terimakasih ustad ...🙏🙏🙏"
❤
Alhamdulillah
Masyallah ta barakallah semoga ustad adi hidayat sehat selalu dan barokah umur dan rezekinya
"Barakallahu fiik,,,"
ALHAMDULILLAH <br>Terimakasih Pak Ustadz<br>Semoga ALLAH membalas semua kebaikan pak Ustadz
❤❤
"Assalamualaikum warahmatullahi wabarakatuh pak Ustadz Adi Hidayat semoga pak Ustadz sehat selalu , Aamiin ya Allah ya rabbal Aalamiin 🤲💚"
Alhamdulillah bisa ikut kajian dipagi yg barokah ini semoga ustadz Adi Hidayat beserta tim diberi kesehatan dan umur panjang aamiin YRA
Malaysia hadir cikguku
"Setiap pagi selesai sholat subuh 😢 <a href=""http://www.youtube.com/results?search_query=%23kajiansubuhah"">#kajiansubuhAH</a>"
"Ustadz, jenengan cerdas dr kecil apa mulai skng2 ini saja.."
Alhamdulillah
Pekanbaru nyimak❤❤
"Assalamu&#39;alaikum ustadz, smg kami bisa mengamalkan ilmu yg ustadz ajarkan, aamiiin mohon doa&#39;y ustadz"
Alhamdulillah ustadz ilmunya semoga bermanfaat saya bisa amalkan dgn baik Aamiin 🤲❤❤❤❤❤❤❤❤
"Assalamu&#39;alaikum,,, alhamdulillah,,, belakangan ini saya sering mengikuti ceramah ustad adi, karna saya sangat senang dg penjelasan ustad yg sangat detil dan mudah di mengerti❤"
Pagi yang indah masyallahh...
Alhamdulillah menyimak buyaku 😇setiaku &amp; sayangku karena Allah buyaku 😇🤗😘❤❤🙏🏻
Alhamdulillah trimakasih pak usdad <br>Semoga smua yang mndengrkan cramh pak usdad slalu istikomah  smoga sekluarga pak usdad di lindungi allah <br>❤❤
❤❤
Sehat selalu Ustadz Adi Hidayat<br>❤❤❤
Semoga Allah sentiasa berikan kesehatan yg baik buat ustaz dan sekeluarga..
Barakallah Ust. Adi Hidayat sekeluarga
Masyallah tabarakallah... sehat selalu ustadz
"Alhamdulillah menyimak. Semoga keluarga besar Ustadz Adi Hidayat dan Santri2nya juga kita semua selalu sehat berkah, lancar rejekinya, sukses selamat dunia akhirat dan selalu dalam lindungan ALLAH. Aamiin Allahumma Aamiin 🤲"
Assalamualaikum ustadz Allahumma sholli ala sayyidina Muhammad ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
"Nyimak ustadz,,sehat slalu🙏"
"Alhamdulillah bisa ikut ngaji walaupun virtual,moga2 saya selalu menyadari semua kesalahan yg telah saya perbuat selama ini,semoga saya selalu Istiqomah 🤲🤲🤲🙏 terimakasih semua ilmu yg telah diberikan,semoga ustad sehat dan dlm lindungan Allah SWT Aamiin"
"Alhamdulillah... JazakumuLLAAH Khairan katsiiraa, Ustadz Adi Hidayat dan tim. Semoga Allah Ta&#39;ala senantiasa melimpahkan kepada kita cinta- Nya dan cinta orang orang yang mencintai- Nya. Aamiin Allaahumma aamiin"
Subhanaallah<br>Alhamdulillah<br>Aamiin......YRA
"ASALAMUALLAIKUM  USTADZ ADI, IJIN  IKUT NYIMAK USTAD , AGAR ORANG AWAM  SEPERTI IBU INI BS TAMBAH JELAS TENTANG ISLAM . SMG USTADZ ADI SEK SERTA CREW&quot;NYA SLL SEHAT ,  TETAP SEMANGAT DLM BERBAGI ILMU , SLL BERLIMPAH REZEKINYA , DAN SLL DLM LINDUNGAN ALLAH SUBHANAHU WA TA&#39;ALLA , DI MN PUN USTADZ ADI SEMUANYA BERADA  AAMIIN .."
"Alhamdulillahi Rabbil&#39;alamiin, Yaa Allah Ar Rahmanirrahiim🤲💖"
Bismillah...waalaikumussalam ustad. Niat nimba ilmu
assalamualaikum ustad.....mohon ijin nyimak....ngalab barakah nya ustad ....semoga ustad beserta keluarga dan seluruh sanrti &amp; tim nya sll sehat dan rizki berlimpah dan selalu dalam lindungang Allah SWT. Aamiin .
Assalamu&#39;alaikum pa ustadz Adi Hidayat Baubau Sulawesi tenggara hadir...
"Astaghfirullahalazim... Semoga Allah bisa selalu mengampuni segala dosa dan khilaf kita. Semoga selalu Istiqomah mengamalkan nya.. Barakallahufik uztad dan tim, Sehat selalu ❤️"
"السَّلاَمُ عَلَيْكُمْ وَرَحْمَةُ اللهِ وَبَرَكَاتُهُ...<br>Maaf saya kurang paham, kalimah Istighfar yg harus diamalkan, teks nya apa ya..?"
"Assalamu&quot;alaikum. Alhamdulillah, terima kasih banyak Pak Ustadz."
Assalamualaikum warahmatullahi wabarakatuh Alhamdulillah menyimak Barakalloh fikum Pak Ustadz Adi Hidayat brsm keluarga dan Team santrinya jg Shbt jama&#39;ah yang menyimak smg kita semua sll sehat walafiat dlm lindungan dan Rahmat Alloh 🤲 Aamiin Allohumma Aamiin
"Alhamdulillah , terimakasih ilmunya semoga kita semua di jauhkan darii segala keburukan apapun itu bentuknya 🥺🤲"
Aku bersyukur ke pda ALLAH S.W.T<br>Dengan mualafku ini
Assalamualaikum Ustadz...<br>Alhamdulillah msh di beri kesempatan utk menyimak
Berkah selalu ilmunya ustadz
"Moga kita bs mmbudayakn istighfar agar Allah Ta&#39;ala sllu mmberi keberkahan pd umur,,, rejeki,,, kehidupan,,, keshtn,,, kbahagiaan kita,,, n djauhkn dr sgl keburukn  aamiin.."
Alhamdulillah bisa menyimak..
Alhamdulillah ...sehat selalu UAH.
Assalamualaikum ustadz 🙏😇... Alhamdulillah dari Depok hadir menyimak tausiah ustadz 🙏😇🙏
Assalamualaikum ustad lg d fase ini skrg...kekurangan air..salam dr cirebon
MaasyaaAllaah smoga bisa istiqamah mengamalkannya..
BISMILLAAHIRRAHMAANIRRAHIM .Assalamualaikum wa rahmatullahi Wabarakatuh .<br>Barakallahu fiik ustadz.<br>ALLAHUMMA SHOLLI&#39;ALAA SAYYIDINAA MUHAMMAD WA ALLA ALI SAYYIDINA MUHAMMAD 💚💚💚
Alhamdulillah..terima kasih ustaz..Moga ustaz terus sihat..ameen
Lampung hadir
"Astaghfirullah...semoga Allah senantiasa memberikan ampunan kpd kt semua,Aamiin"
Alhamdulillah...... Hadiirrr Nyimak  P. Ustdz   Semoga Berkah Barokah Ilmunya. Aamiin... Aamiin.... YRA.... 👐👐👐
"Assalamualaikum Ustadz Alhamdulillah Pacitan ikut menyimak, semoga Ustadz sehat selalu aamiin"
"Bismillah izin nyimak ustadz,semoga ustadz dan tim selalu dlm rahmat&amp;ridho NYA ,aamiin ❤️🙏😇🎉"
Assalamualaikum warahmatullahi wabaruhkatuh ustadz
Pasuruan Hadir
Alhamdulillah bi idznillah bisa menyimak kajian UAH pagi ini. <br>Semoga Allah memampukan kita untuk mengamalkan dan mendakwahkan.. 🤲💪💪💪💚
Sehat sllu ustadz..<br>Semoga kelak dimudahkan Allah bisa bertemu dgn ustadz🤭🤲
Alhamdulillah  ikut nyimak ustad
Maa syaa Allah tabarakallah sehat selalu ustadz 🤲🤲🤲
Alhamdulilllah bisa ikut menyimak
Bismillah Cilacap hadir
Alhamdulillah...
Masya Allah...semoga istiqomah dlm mengamalkan
Assalamu&#39;alaikum pk ustdz <br>Smga sht sllu amin
"Asalamualaikum ustad UAH selamat pagi, Alhamdulillah ikut nyimak kajian on time 😊."
Assalamualaikum memulai hari baru dg bismillah
Bismillah.. Bogor hadir
❤❤❤❤❤
